img,obj_number,volume,yfp,dox,substrate,bestradiol,timepoint,time_in_hr
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,63.0,3745.0,8900900.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,68.0,214.0,486680.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,69.0,770.0,1803862.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,70.0,2624.0,6387437.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,73.0,248.0,575647.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,76.0,1569.0,3711850.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,80.0,2468.0,5685447.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,81.0,2178.0,4978277.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,86.0,1002.0,2275244.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,93.0,1219.0,2832652.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,101.0,423.0,932703.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,108.0,345.0,769521.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,112.0,489.0,1067025.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,113.0,2208.0,4962749.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,116.0,2019.0,4727568.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,119.0,683.0,1509289.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,128.0,1988.0,4778421.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,136.0,1150.0,2659941.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,141.0,583.0,1374160.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,142.0,460.0,1205231.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,150.0,158.0,359878.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,171.0,154.0,337689.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,176.0,943.0,2230447.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,180.0,139.0,310494.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,183.0,136.0,298770.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,194.0,200.0,448895.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,220.0,128.0,296042.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,231.0,1531.0,3492930.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,233.0,465.0,1056232.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,234.0,98.0,223126.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,236.0,139.0,305473.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_plusbest_13_t5.tif,241.0,9.0,20506.0,50dox,yfp15,plusbest,4.0,1.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,1.0,3133.0,7915599.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,2.0,2800.0,6580880.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,3.0,1178.0,2902152.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,5.0,2080.0,5478683.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,6.0,3990.0,10895233.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,7.0,2173.0,5464653.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,8.0,1413.0,3450579.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,9.0,1947.0,5015928.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,11.0,1511.0,3909476.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,12.0,1602.0,3903685.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,16.0,8.0,21012.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,18.0,920.0,2476765.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,22.0,2335.0,5652298.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,23.0,2831.0,7008492.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,26.0,135.0,340078.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,28.0,2385.0,6218024.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,32.0,2700.0,6914071.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,33.0,98.0,237224.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,34.0,995.0,2325733.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,36.0,100.0,249601.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,38.0,1837.0,4632505.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,39.0,2078.0,5162937.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,40.0,640.0,1583585.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,41.0,1176.0,2744173.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,42.0,3795.0,10281722.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,45.0,1871.0,4514588.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,48.0,138.0,347301.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,51.0,1497.0,3784290.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,52.0,883.0,2352848.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,54.0,2304.0,6725048.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,55.0,2089.0,5524072.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,60.0,4338.0,11932989.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,63.0,615.0,1563689.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,72.0,1239.0,3231629.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,73.0,28.0,63622.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,74.0,216.0,551575.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,92.0,118.0,309584.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,93.0,60.0,146668.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,94.0,191.0,429595.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,96.0,441.0,1111470.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,101.0,2350.0,6016279.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,110.0,1501.0,4103476.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,115.0,10.0,25379.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,117.0,732.0,1897403.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,120.0,2819.0,8026877.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,125.0,276.0,698245.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,127.0,1394.0,3747711.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,131.0,648.0,1603334.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,132.0,1102.0,2670141.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,137.0,1715.0,3974509.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,141.0,358.0,874940.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,160.0,427.0,1036958.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,187.0,1389.0,3337492.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,204.0,356.0,865999.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,217.0,1427.0,3602648.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,226.0,474.0,1692632.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,239.0,231.0,563464.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,250.0,51.0,122901.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,251.0,431.0,1261167.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,252.0,473.0,1256143.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,257.0,170.0,415063.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,260.0,723.0,1845797.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,263.0,786.0,1882692.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,264.0,1215.0,3156274.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t1.tif,276.0,4.0,9371.0,50dox,yfp15,minusbest,0.0,0.0
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,1.0,1428.0,3488669.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,2.0,2035.0,5209932.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,3.0,939.0,2535242.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,4.0,1997.0,5135632.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,6.0,2826.0,7025112.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,8.0,647.0,1809550.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,9.0,241.0,607009.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,10.0,2506.0,5866994.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,12.0,194.0,465761.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,14.0,106.0,260685.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,15.0,321.0,776221.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,16.0,94.0,236592.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,17.0,116.0,287835.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,18.0,1977.0,5345905.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,22.0,2247.0,5372304.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,25.0,2397.0,5845580.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,26.0,1085.0,3663730.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,29.0,4843.0,12080889.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,30.0,442.0,1111948.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,31.0,4204.0,11782179.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,33.0,2375.0,5964958.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,38.0,316.0,1195768.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,39.0,1840.0,4526180.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,41.0,3228.0,9296e3,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,43.0,1824.0,4487039.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,44.0,4838.0,12510464.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,49.0,199.0,511060.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,50.0,1.0,2411.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,51.0,249.0,582426.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,53.0,2640.0,6277134.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,54.0,2084.0,5226853.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,56.0,815.0,2313162.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,57.0,953.0,2511621.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,60.0,377.0,962907.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,62.0,362.0,929521.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,63.0,541.0,1233668.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,64.0,185.0,451553.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,65.0,795.0,2141165.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,67.0,247.0,628945.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,69.0,376.0,889825.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,74.0,2934.0,7884670.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,75.0,2153.0,5553513.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,76.0,1896.0,5587978.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,77.0,1306.0,3640342.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,86.0,3770.0,8825587.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,94.0,279.0,1099715.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,104.0,262.0,592573.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,106.0,1956.0,5015536.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,110.0,1293.0,3230444.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,113.0,2259.0,5821483.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,119.0,3714.0,10533990.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,121.0,1070.0,2814014.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,125.0,746.0,2916376.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,129.0,178.0,404626.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,157.0,3116.0,8235479.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,177.0,186.0,423466.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,178.0,20.0,46513.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,179.0,2556.0,6562118.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,182.0,836.0,2250123.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,183.0,659.0,1582574.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,212.0,85.0,205710.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,230.0,296.0,687170.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,231.0,454.0,1128253.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,232.0,1027.0,2539813.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,233.0,823.0,2009385.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,248.0,1357.0,3397647.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,261.0,821.0,2204105.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,266.0,133.0,316523.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,267.0,151.0,353960.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,275.0,56.0,132487.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,285.0,6.0,14083.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,287.0,280.0,685159.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t2.tif,307.0,257.0,617849.0,50dox,yfp15,minusbest,1.0,0.25
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,1.0,688.0,1594514.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,2.0,18.0,43408.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,3.0,2809.0,6955879.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,4.0,191.0,472089.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,6.0,812.0,2087847.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,7.0,2161.0,5374206.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,9.0,1672.0,3977382.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,10.0,3697.0,9677118.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,11.0,1352.0,3492369.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,12.0,1414.0,3321151.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,13.0,2495.0,6040021.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,14.0,165.0,413330.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,15.0,4021.0,11223558.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,16.0,1501.0,3662040.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,18.0,191.0,457500.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,19.0,1802.0,4406309.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,21.0,873.0,2066536.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,22.0,1428.0,3648163.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,24.0,4382.0,11071826.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,28.0,2170.0,5345209.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,29.0,626.0,1435133.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,31.0,1614.0,4105278.0,50dox,yfp15,minusbest,2.0,0.5
timelapse_w5447.laser.35_yfp15_50dox_minusbest_9_t3.tif,32.0,151.0,745117.0,50dox,yfp15,minusbest,2.0,0.5
